tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
f__Flammeovirgaceae,o__Cytophagales,rank_4,f__Flammeovirgaceae,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,,
g__Cesiribacter,f__Flammeovirgaceae,rank_5,g__Cesiribacter,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Cesiribacter,
s__Cesiribacter_andamanensis,g__Cesiribacter,rank_6,s__Cesiribacter_andamanensis,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Cesiribacter,s__Cesiribacter_andamanensis
g__Fabibacter,f__Flammeovirgaceae,rank_5,g__Fabibacter,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Fabibacter,
s__Fabibacter_sp._4D4,g__Fabibacter,rank_6,s__Fabibacter_sp._4D4,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Fabibacter,s__Fabibacter_sp._4D4
f__Hymenobacteraceae,o__Cytophagales,rank_4,f__Hymenobacteraceae,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,,
g__Hymenobacter,f__Hymenobacteraceae,rank_5,g__Hymenobacter,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,
f__Microscillaceae,o__Cytophagales,rank_4,f__Microscillaceae,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,,
g__Microscilla,f__Microscillaceae,rank_5,g__Microscilla,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,g__Microscilla,
s__Microscilla_marina,g__Microscilla,rank_6,s__Microscilla_marina,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,g__Microscilla,s__Microscilla_marina
f__Thermonemataceae,o__Cytophagales,rank_4,f__Thermonemataceae,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Thermonemataceae,,
g__Thermonema,f__Thermonemataceae,rank_5,g__Thermonema,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Thermonemataceae,g__Thermonema,
s__Thermonema_rossianum,g__Thermonema,rank_6,s__Thermonema_rossianum,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Thermonemataceae,g__Thermonema,s__Thermonema_rossianum
c__Flavobacteriia,p__Bacteroidetes,rank_2,c__Flavobacteriia,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,,,,
o__Flavobacteriales,c__Flavobacteriia,rank_3,o__Flavobacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,,,
f__Blattabacteriaceae,o__Flavobacteriales,rank_4,f__Blattabacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,,
g__Blattabacterium,f__Blattabacteriaceae,rank_5,g__Blattabacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,
s__Blattabacterium_cuenoti,g__Blattabacterium,rank_6,s__Blattabacterium_cuenoti,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_cuenoti
s__Blattabacterium_punctulatus,g__Blattabacterium,rank_6,s__Blattabacterium_punctulatus,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_punctulatus
s__Blattabacterium_sp._(Blattella_germanica),g__Blattabacterium,rank_6,s__Blattabacterium_sp._(Blattella_germanica),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Blattella_germanica)
s__Blattabacterium_sp._(Mastotermes_darwiniensis),g__Blattabacterium,rank_6,s__Blattabacterium_sp._(Mastotermes_darwiniensis),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Mastotermes_darwiniensis)
s__Blattabacterium_sp._(Nauphoeta_cinerea),g__Blattabacterium,rank_6,s__Blattabacterium_sp._(Nauphoeta_cinerea),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Nauphoeta_cinerea)
s__Blattabacterium_sp._(Periplaneta_americana),g__Blattabacterium,rank_6,s__Blattabacterium_sp._(Periplaneta_americana),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Periplaneta_americana)
f__Crocinitomicaceae,o__Flavobacteriales,rank_4,f__Crocinitomicaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,,
g__Fluviicola,f__Crocinitomicaceae,rank_5,g__Fluviicola,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,
s__Fluviicola_sp.,g__Fluviicola,rank_6,s__Fluviicola_sp.,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__Fluviicola_sp.
f__Cryomorphaceae,o__Flavobacteriales,rank_4,f__Cryomorphaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,,
g__Owenweeksia,f__Cryomorphaceae,rank_5,g__Owenweeksia,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Owenweeksia,
s__Owenweeksia_sp._TMED14,g__Owenweeksia,rank_6,s__Owenweeksia_sp._TMED14,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Owenweeksia,s__Owenweeksia_sp._TMED14
f__Flavobacteriaceae,o__Flavobacteriales,rank_4,f__Flavobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,,
g__Chryseobacterium,f__Flavobacteriaceae,rank_5,g__Chryseobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,
g__Flavobacterium,f__Flavobacteriaceae,rank_5,g__Flavobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
s__Flavobacterium_swingsii,g__Flavobacterium,rank_6,s__Flavobacterium_swingsii,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_swingsii
g__Gramella,f__Flavobacteriaceae,rank_5,g__Gramella,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gramella,
s__Gramella_sp._MAR_2010_147,g__Gramella,rank_6,s__Gramella_sp._MAR_2010_147,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gramella,s__Gramella_sp._MAR_2010_147
g__Polaribacter,f__Flavobacteriaceae,rank_5,g__Polaribacter,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,
s__Polaribacter_glomeratus,g__Polaribacter,rank_6,s__Polaribacter_glomeratus,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,s__Polaribacter_glomeratus
f__Ichthyobacteriaceae,o__Flavobacteriales,rank_4,f__Ichthyobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Ichthyobacteriaceae,,
g__Ichthyobacterium,f__Ichthyobacteriaceae,rank_5,g__Ichthyobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Ichthyobacteriaceae,g__Ichthyobacterium,
s__Ichthyobacterium_seriolicida,g__Ichthyobacterium,rank_6,s__Ichthyobacterium_seriolicida,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Ichthyobacteriaceae,g__Ichthyobacterium,s__Ichthyobacterium_seriolicida
c__Saprospiria,p__Bacteroidetes,rank_2,c__Saprospiria,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,,,,
o__Saprospirales,c__Saprospiria,rank_3,o__Saprospirales,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,,,
f__Haliscomenobacteraceae,o__Saprospirales,rank_4,f__Haliscomenobacteraceae,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,,
g__Haliscomenobacter,f__Haliscomenobacteraceae,rank_5,g__Haliscomenobacter,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,g__Haliscomenobacter,
s__Haliscomenobacter_hydrossis,g__Haliscomenobacter,rank_6,s__Haliscomenobacter_hydrossis,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,g__Haliscomenobacter,s__Haliscomenobacter_hydrossis
f__Lewinellaceae,o__Saprospirales,rank_4,f__Lewinellaceae,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Lewinellaceae,,
g__Lewinella,f__Lewinellaceae,rank_5,g__Lewinella,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Lewinellaceae,g__Lewinella,
s__Lewinella_agarilytica,g__Lewinella,rank_6,s__Lewinella_agarilytica,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Lewinellaceae,g__Lewinella,s__Lewinella_agarilytica
s__Lewinella_nigricans,g__Lewinella,rank_6,s__Lewinella_nigricans,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Lewinellaceae,g__Lewinella,s__Lewinella_nigricans
f__Saprospiraceae,o__Saprospirales,rank_4,f__Saprospiraceae,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Saprospiraceae,,
g__Aureispira,f__Saprospiraceae,rank_5,g__Aureispira,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Saprospiraceae,g__Aureispira,
s__Aureispira_sp._CCB-QB1,g__Aureispira,rank_6,s__Aureispira_sp._CCB-QB1,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Saprospiraceae,g__Aureispira,s__Aureispira_sp._CCB-QB1
g__Saprospira,f__Saprospiraceae,rank_5,g__Saprospira,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Saprospiraceae,g__Saprospira,
s__Saprospira_grandis,g__Saprospira,rank_6,s__Saprospira_grandis,Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Saprospiraceae,g__Saprospira,s__Saprospira_grandis
c__Sphingobacteriia,p__Bacteroidetes,rank_2,c__Sphingobacteriia,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,,,,
o__Sphingobacteriales,c__Sphingobacteriia,rank_3,o__Sphingobacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,,,
f__Sphingobacteriaceae,o__Sphingobacteriales,rank_4,f__Sphingobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,,
g__Sphingobacterium,f__Sphingobacteriaceae,rank_5,g__Sphingobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,
s__Sphingobacterium_spiritivorum,g__Sphingobacterium,rank_6,s__Sphingobacterium_spiritivorum,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium_spiritivorum
p__Balneolaeota,d__Bacteria,rank_1,p__Balneolaeota,Root,d__Bacteria,p__Balneolaeota,,,,,
c__Balneolia,p__Balneolaeota,rank_2,c__Balneolia,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,,,,
o__Balneolales,c__Balneolia,rank_3,o__Balneolales,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,,,
f__Balneolaceae,o__Balneolales,rank_4,f__Balneolaceae,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,,
g__Aliifodinibius,f__Balneolaceae,rank_5,g__Aliifodinibius,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Aliifodinibius,
s__Aliifodinibius_sp._WN023,g__Aliifodinibius,rank_6,s__Aliifodinibius_sp._WN023,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Aliifodinibius,s__Aliifodinibius_sp._WN023
g__Balneola,f__Balneolaceae,rank_5,g__Balneola,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Balneola,
s__Balneola_vulgaris,g__Balneola,rank_6,s__Balneola_vulgaris,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Balneola,s__Balneola_vulgaris
g__Rhodohalobacter,f__Balneolaceae,rank_5,g__Rhodohalobacter,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Rhodohalobacter,
s__Rhodohalobacter_barkolensis,g__Rhodohalobacter,rank_6,s__Rhodohalobacter_barkolensis,Root,d__Bacteria,p__Balneolaeota,c__Balneolia,o__Balneolales,f__Balneolaceae,g__Rhodohalobacter,s__Rhodohalobacter_barkolensis
p__Caldiserica,d__Bacteria,rank_1,p__Caldiserica,Root,d__Bacteria,p__Caldiserica,,,,,
c__Caldisericia,p__Caldiserica,rank_2,c__Caldisericia,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,,,,
o__Caldisericales,c__Caldisericia,rank_3,o__Caldisericales,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,o__Caldisericales,,,
f__Caldisericaceae,o__Caldisericales,rank_4,f__Caldisericaceae,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,o__Caldisericales,f__Caldisericaceae,,
g__Caldisericum,f__Caldisericaceae,rank_5,g__Caldisericum,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,o__Caldisericales,f__Caldisericaceae,g__Caldisericum,
s__Caldisericum_exile,g__Caldisericum,rank_6,s__Caldisericum_exile,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,o__Caldisericales,f__Caldisericaceae,g__Caldisericum,s__Caldisericum_exile
s__Caldisericum_sp._CG2_30_36_11,g__Caldisericum,rank_6,s__Caldisericum_sp._CG2_30_36_11,Root,d__Bacteria,p__Caldiserica,c__Caldisericia,o__Caldisericales,f__Caldisericaceae,g__Caldisericum,s__Caldisericum_sp._CG2_30_36_11
p__Calditrichaeota,d__Bacteria,rank_1,p__Calditrichaeota,Root,d__Bacteria,p__Calditrichaeota,,,,,
c__Calditrichae,p__Calditrichaeota,rank_2,c__Calditrichae,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,,,,
o__Calditrichales,c__Calditrichae,rank_3,o__Calditrichales,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,o__Calditrichales,,,
f__Calditrichaceae,o__Calditrichales,rank_4,f__Calditrichaceae,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,o__Calditrichales,f__Calditrichaceae,,
g__Caldithrix,f__Calditrichaceae,rank_5,g__Caldithrix,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,o__Calditrichales,f__Calditrichaceae,g__Caldithrix,
s__Caldithrix_abyssi,g__Caldithrix,rank_6,s__Caldithrix_abyssi,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,o__Calditrichales,f__Calditrichaceae,g__Caldithrix,s__Caldithrix_abyssi
s__Caldithrix_sp._RBG_13_44_9,g__Caldithrix,rank_6,s__Caldithrix_sp._RBG_13_44_9,Root,d__Bacteria,p__Calditrichaeota,c__Calditrichae,o__Calditrichales,f__Calditrichaceae,g__Caldithrix,s__Caldithrix_sp._RBG_13_44_9
p__Candidatus_Fermentibacteria,d__Bacteria,rank_1,p__Candidatus_Fermentibacteria,Root,d__Bacteria,p__Candidatus_Fermentibacteria,,,,,
c__Candidatus_Fermentibacteria_(class),p__Candidatus_Fermentibacteria,rank_2,c__Candidatus_Fermentibacteria_(class),Root,d__Bacteria,p__Candidatus_Fermentibacteria,c__Candidatus_Fermentibacteria_(class),,,,
o__Candidatus_Fermentibacterales,c__Candidatus_Fermentibacteria_(class),rank_3,o__Candidatus_Fermentibacterales,Root,d__Bacteria,p__Candidatus_Fermentibacteria,c__Candidatus_Fermentibacteria_(class),o__Candidatus_Fermentibacterales,,,
f__Candidatus_Fermentibacteraceae,o__Candidatus_Fermentibacterales,rank_4,f__Candidatus_Fermentibacteraceae,Root,d__Bacteria,p__Candidatus_Fermentibacteria,c__Candidatus_Fermentibacteria_(class),o__Candidatus_Fermentibacterales,f__Candidatus_Fermentibacteraceae,,
g__Candidatus_Fermentibacter,f__Candidatus_Fermentibacteraceae,rank_5,g__Candidatus_Fermentibacter,Root,d__Bacteria,p__Candidatus_Fermentibacteria,c__Candidatus_Fermentibacteria_(class),o__Candidatus_Fermentibacterales,f__Candidatus_Fermentibacteraceae,g__Candidatus_Fermentibacter,
s__Candidatus_Fermentibacter_daniensis,g__Candidatus_Fermentibacter,rank_6,s__Candidatus_Fermentibacter_daniensis,Root,d__Bacteria,p__Candidatus_Fermentibacteria,c__Candidatus_Fermentibacteria_(class),o__Candidatus_Fermentibacterales,f__Candidatus_Fermentibacteraceae,g__Candidatus_Fermentibacter,s__Candidatus_Fermentibacter_daniensis
p__Chlamydiae,d__Bacteria,rank_1,p__Chlamydiae,Root,d__Bacteria,p__Chlamydiae,,,,,
c__Chlamydiia,p__Chlamydiae,rank_2,c__Chlamydiia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,,,,
o__Chlamydiales,c__Chlamydiia,rank_3,o__Chlamydiales,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,,,
f__Chlamydiaceae,o__Chlamydiales,rank_4,f__Chlamydiaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,,
g__Candidatus_Rubidus,f__Chlamydiaceae,rank_5,g__Candidatus_Rubidus,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Candidatus_Rubidus,
s__Candidatus_Rubidus_massiliensis,g__Candidatus_Rubidus,rank_6,s__Candidatus_Rubidus_massiliensis,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Candidatus_Rubidus,s__Candidatus_Rubidus_massiliensis
g__Chlamydia,f__Chlamydiaceae,rank_5,g__Chlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,
s__Chlamydia_abortus,g__Chlamydia,rank_6,s__Chlamydia_abortus,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__Chlamydia_abortus
o__Parachlamydiales,c__Chlamydiia,rank_3,o__Parachlamydiales,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,,,
f__Candidatus_Parilichlamydiaceae,o__Parachlamydiales,rank_4,f__Candidatus_Parilichlamydiaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Candidatus_Parilichlamydiaceae,,
g__Candidatus_Similichlamydia,f__Candidatus_Parilichlamydiaceae,rank_5,g__Candidatus_Similichlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Candidatus_Parilichlamydiaceae,g__Candidatus_Similichlamydia,
s__Candidatus_Similichlamydia_epinepheli,g__Candidatus_Similichlamydia,rank_6,s__Candidatus_Similichlamydia_epinepheli,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Candidatus_Parilichlamydiaceae,g__Candidatus_Similichlamydia,s__Candidatus_Similichlamydia_epinepheli
f__Criblamydiaceae,o__Parachlamydiales,rank_4,f__Criblamydiaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Criblamydiaceae,,
g__Criblamydia,f__Criblamydiaceae,rank_5,g__Criblamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Criblamydiaceae,g__Criblamydia,
s__Criblamydia_sequanensis,g__Criblamydia,rank_6,s__Criblamydia_sequanensis,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Criblamydiaceae,g__Criblamydia,s__Criblamydia_sequanensis
f__Parachlamydiaceae,o__Parachlamydiales,rank_4,f__Parachlamydiaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,,
g__Candidatus_Protochlamydia,f__Parachlamydiaceae,rank_5,g__Candidatus_Protochlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,g__Candidatus_Protochlamydia,
g__Neochlamydia,f__Parachlamydiaceae,rank_5,g__Neochlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,g__Neochlamydia,
g__Parachlamydia,f__Parachlamydiaceae,rank_5,g__Parachlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,g__Parachlamydia,
s__Parachlamydia_sp.,g__Parachlamydia,rank_6,s__Parachlamydia_sp.,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__Parachlamydia_sp.
f__Simkaniaceae,o__Parachlamydiales,rank_4,f__Simkaniaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Simkaniaceae,,
g__Simkania,f__Simkaniaceae,rank_5,g__Simkania,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Simkaniaceae,g__Simkania,
s__Simkania_negevensis,g__Simkania,rank_6,s__Simkania_negevensis,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Simkaniaceae,g__Simkania,s__Simkania_negevensis
f__Waddliaceae,o__Parachlamydiales,rank_4,f__Waddliaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,,
g__Waddlia,f__Waddliaceae,rank_5,g__Waddlia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,
s__Waddlia_chondrophila,g__Waddlia,rank_6,s__Waddlia_chondrophila,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia_chondrophila
p__Chlorobi,d__Bacteria,rank_1,p__Chlorobi,Root,d__Bacteria,p__Chlorobi,,,,,
c__Chlorobia,p__Chlorobi,rank_2,c__Chlorobia,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,,,,
o__Chlorobiales,c__Chlorobia,rank_3,o__Chlorobiales,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,,,
f__Chlorobiaceae,o__Chlorobiales,rank_4,f__Chlorobiaceae,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,,
g__Chlorobium,f__Chlorobiaceae,rank_5,g__Chlorobium,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobium,
s__Chlorobium_phaeobacteroides,g__Chlorobium,rank_6,s__Chlorobium_phaeobacteroides,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobium,s__Chlorobium_phaeobacteroides
s__Chlorobium_sp._445,g__Chlorobium,rank_6,s__Chlorobium_sp._445,Root,d__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobium,s__Chlorobium_sp._445
p__Chloroflexi,d__Bacteria,rank_1,p__Chloroflexi,Root,d__Bacteria,p__Chloroflexi,,,,,
c__Anaerolineae,p__Chloroflexi,rank_2,c__Anaerolineae,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,
o__Anaerolineales,c__Anaerolineae,rank_3,o__Anaerolineales,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,,,
f__Anaerolineaceae,o__Anaerolineales,rank_4,f__Anaerolineaceae,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,,
g__Anaerolinea,f__Anaerolineaceae,rank_5,g__Anaerolinea,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Anaerolinea,
s__Anaerolinea_sp._4484_236,g__Anaerolinea,rank_6,s__Anaerolinea_sp._4484_236,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Anaerolinea,s__Anaerolinea_sp._4484_236
s__Anaerolinea_thermophila,g__Anaerolinea,rank_6,s__Anaerolinea_thermophila,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Anaerolinea,s__Anaerolinea_thermophila
g__Brevefilum,f__Anaerolineaceae,rank_5,g__Brevefilum,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Brevefilum,
s__Brevefilum_fermentans,g__Brevefilum,rank_6,s__Brevefilum_fermentans,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Brevefilum,s__Brevefilum_fermentans
g__Flexilinea,f__Anaerolineaceae,rank_5,g__Flexilinea,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Flexilinea,
s__Flexilinea_flocculi,g__Flexilinea,rank_6,s__Flexilinea_flocculi,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Flexilinea,s__Flexilinea_flocculi
