tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7
g__Conexibacter,f__Conexibacteraceae,rank_6,g__Conexibacter,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Conexibacteraceae,g__Conexibacter,
s__Conexibacter_woesei,g__Conexibacter,rank_7,s__Conexibacter_woesei,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Conexibacteraceae,g__Conexibacter,s__Conexibacter_woesei
p__Aquificae,d__Bacteria,rank_2,p__Aquificae,Root,r__Root,d__Bacteria,p__Aquificae,,,,,
c__Aquificae,p__Aquificae,rank_3,c__Aquificae,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,,,,
o__Aquificales,c__Aquificae,rank_4,o__Aquificales,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,,,
f__Aquificaceae,o__Aquificales,rank_5,f__Aquificaceae,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,,
g__Aquifex,f__Aquificaceae,rank_6,g__Aquifex,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Aquifex,
s__Aquifex_aeolicus,g__Aquifex,rank_7,s__Aquifex_aeolicus,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Aquifex,s__Aquifex_aeolicus
g__Hydrogenobacter,f__Aquificaceae,rank_6,g__Hydrogenobacter,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobacter,
s__Hydrogenobacter_thermophilus,g__Hydrogenobacter,rank_7,s__Hydrogenobacter_thermophilus,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobacter,s__Hydrogenobacter_thermophilus
g__Hydrogenobaculum,f__Aquificaceae,rank_6,g__Hydrogenobaculum,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobaculum,
s__Hydrogenobaculum_sp._Y04AAS1,g__Hydrogenobaculum,rank_7,s__Hydrogenobaculum_sp._Y04AAS1,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobaculum,s__Hydrogenobaculum_sp._Y04AAS1
g__Thermocrinis,f__Aquificaceae,rank_6,g__Thermocrinis,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Thermocrinis,
s__Thermocrinis_albus,g__Thermocrinis,rank_7,s__Thermocrinis_albus,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Thermocrinis,s__Thermocrinis_albus
f__Hydrogenothermaceae,o__Aquificales,rank_5,f__Hydrogenothermaceae,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,,
g__Persephonella,f__Hydrogenothermaceae,rank_6,g__Persephonella,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Persephonella,
s__Persephonella_marina,g__Persephonella,rank_7,s__Persephonella_marina,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Persephonella,s__Persephonella_marina
g__Sulfurihydrogenibium,f__Hydrogenothermaceae,rank_6,g__Sulfurihydrogenibium,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Sulfurihydrogenibium,
s__Sulfurihydrogenibium_azorense,g__Sulfurihydrogenibium,rank_7,s__Sulfurihydrogenibium_azorense,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Sulfurihydrogenibium,s__Sulfurihydrogenibium_azorense
s__Sulfurihydrogenibium_sp._YO3AOP1,g__Sulfurihydrogenibium,rank_7,s__Sulfurihydrogenibium_sp._YO3AOP1,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Sulfurihydrogenibium,s__Sulfurihydrogenibium_sp._YO3AOP1
o__Desulfurobacteriales,c__Aquificae,rank_4,o__Desulfurobacteriales,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Desulfurobacteriales,,,
f__Desulfurobacteriaceae,o__Desulfurobacteriales,rank_5,f__Desulfurobacteriaceae,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Desulfurobacteriales,f__Desulfurobacteriaceae,,
g__Desulfurobacterium,f__Desulfurobacteriaceae,rank_6,g__Desulfurobacterium,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Desulfurobacteriales,f__Desulfurobacteriaceae,g__Desulfurobacterium,
s__Desulfurobacterium_thermolithotrophum,g__Desulfurobacterium,rank_7,s__Desulfurobacterium_thermolithotrophum,Root,r__Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Desulfurobacteriales,f__Desulfurobacteriaceae,g__Desulfurobacterium,s__Desulfurobacterium_thermolithotrophum
p__Bacteroidetes,d__Bacteria,rank_2,p__Bacteroidetes,Root,r__Root,d__Bacteria,p__Bacteroidetes,,,,,
c__Bacteroidia,p__Bacteroidetes,rank_3,c__Bacteroidia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,,,,
o__Bacteroidales,c__Bacteroidia,rank_4,o__Bacteroidales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,,,
f__Dysgonomonadaceae,o__Bacteroidales,rank_5,f__Dysgonomonadaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,,
g__Dysgonomonas,f__Dysgonomonadaceae,rank_6,g__Dysgonomonas,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,
s__Dysgonomonas_gadei,g__Dysgonomonas,rank_7,s__Dysgonomonas_gadei,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,s__Dysgonomonas_gadei
s__Dysgonomonas_mossii,g__Dysgonomonas,rank_7,s__Dysgonomonas_mossii,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,s__Dysgonomonas_mossii
f__Odoribacteraceae,o__Bacteroidales,rank_5,f__Odoribacteraceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,,
g__Odoribacter,f__Odoribacteraceae,rank_6,g__Odoribacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,
s__Odoribacter_splanchnicus,g__Odoribacter,rank_7,s__Odoribacter_splanchnicus,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter_splanchnicus
f__Paludibacteraceae,o__Bacteroidales,rank_5,f__Paludibacteraceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,,
g__Paludibacter,f__Paludibacteraceae,rank_6,g__Paludibacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,
s__Paludibacter_propionicigenes,g__Paludibacter,rank_7,s__Paludibacter_propionicigenes,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,s__Paludibacter_propionicigenes
f__Porphyromonadaceae,o__Bacteroidales,rank_5,f__Porphyromonadaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,,
g__Porphyromonas,f__Porphyromonadaceae,rank_6,g__Porphyromonas,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,
s__Porphyromonas_asaccharolytica,g__Porphyromonas,rank_7,s__Porphyromonas_asaccharolytica,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_asaccharolytica
s__Porphyromonas_endodontalis,g__Porphyromonas,rank_7,s__Porphyromonas_endodontalis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_endodontalis
s__Porphyromonas_gingivalis,g__Porphyromonas,rank_7,s__Porphyromonas_gingivalis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_gingivalis
f__Prevotellaceae,o__Bacteroidales,rank_5,f__Prevotellaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,,
g__Alloprevotella,f__Prevotellaceae,rank_6,g__Alloprevotella,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,
s__Alloprevotella_tannerae,g__Alloprevotella,rank_7,s__Alloprevotella_tannerae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_tannerae
g__Prevotella,f__Prevotellaceae,rank_6,g__Prevotella,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,
s__Prevotella_timonensis,g__Prevotella,rank_7,s__Prevotella_timonensis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_timonensis
f__Rikenellaceae,o__Bacteroidales,rank_5,f__Rikenellaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,,
g__Alistipes,f__Rikenellaceae,rank_6,g__Alistipes,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,
s__Alistipes_putredinis,g__Alistipes,rank_7,s__Alistipes_putredinis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_putredinis
f__Tannerellaceae,o__Bacteroidales,rank_5,f__Tannerellaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,,
g__Parabacteroides,f__Tannerellaceae,rank_6,g__Parabacteroides,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,
s__Parabacteroides_distasonis,g__Parabacteroides,rank_7,s__Parabacteroides_distasonis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides_distasonis
c__Chitinophagia,p__Bacteroidetes,rank_3,c__Chitinophagia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Chitinophagia,,,,
o__Chitinophagales,c__Chitinophagia,rank_4,o__Chitinophagales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,,,
f__Chitinophagaceae,o__Chitinophagales,rank_5,f__Chitinophagaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,,
g__Chitinophaga,f__Chitinophagaceae,rank_6,g__Chitinophaga,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,
s__Chitinophaga_pinensis,g__Chitinophaga,rank_7,s__Chitinophaga_pinensis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__Chitinophaga_pinensis
c__Cytophagia,p__Bacteroidetes,rank_3,c__Cytophagia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,,,,
o__Cytophagales,c__Cytophagia,rank_4,o__Cytophagales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,,,
f__Amoebophilaceae,o__Cytophagales,rank_5,f__Amoebophilaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Amoebophilaceae,,
g__Candidatus_Amoebophilus,f__Amoebophilaceae,rank_6,g__Candidatus_Amoebophilus,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Amoebophilaceae,g__Candidatus_Amoebophilus,
s__Candidatus_Amoebophilus_asiaticus,g__Candidatus_Amoebophilus,rank_7,s__Candidatus_Amoebophilus_asiaticus,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Amoebophilaceae,g__Candidatus_Amoebophilus,s__Candidatus_Amoebophilus_asiaticus
f__Cyclobacteriaceae,o__Cytophagales,rank_5,f__Cyclobacteriaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,,
g__Cyclobacterium,f__Cyclobacteriaceae,rank_6,g__Cyclobacterium,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Cyclobacterium,
s__Cyclobacterium_marinum,g__Cyclobacterium,rank_7,s__Cyclobacterium_marinum,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Cyclobacterium,s__Cyclobacterium_marinum
f__Cytophagaceae,o__Cytophagales,rank_5,f__Cytophagaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,,
g__Cytophaga,f__Cytophagaceae,rank_6,g__Cytophaga,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,
s__Cytophaga_hutchinsonii,g__Cytophaga,rank_7,s__Cytophaga_hutchinsonii,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Cytophaga_hutchinsonii
g__Dyadobacter,f__Cytophagaceae,rank_6,g__Dyadobacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,
s__Dyadobacter_fermentans,g__Dyadobacter,rank_7,s__Dyadobacter_fermentans,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,s__Dyadobacter_fermentans
g__Leadbetterella,f__Cytophagaceae,rank_6,g__Leadbetterella,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Leadbetterella,
s__Leadbetterella_byssophila,g__Leadbetterella,rank_7,s__Leadbetterella_byssophila,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Leadbetterella,s__Leadbetterella_byssophila
g__Runella,f__Cytophagaceae,rank_6,g__Runella,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Runella,
s__Runella_slithyformis,g__Runella,rank_7,s__Runella_slithyformis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Runella,s__Runella_slithyformis
g__Spirosoma,f__Cytophagaceae,rank_6,g__Spirosoma,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,
s__Spirosoma_linguale,g__Spirosoma,rank_7,s__Spirosoma_linguale,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,s__Spirosoma_linguale
f__Marivirgaceae,o__Cytophagales,rank_5,f__Marivirgaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Marivirgaceae,,
g__Marivirga,f__Marivirgaceae,rank_6,g__Marivirga,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Marivirgaceae,g__Marivirga,
s__Marivirga_tractuosa,g__Marivirga,rank_7,s__Marivirga_tractuosa,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Marivirgaceae,g__Marivirga,s__Marivirga_tractuosa
f__Microscillaceae,o__Cytophagales,rank_5,f__Microscillaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,,
g__Microscilla,f__Microscillaceae,rank_6,g__Microscilla,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,g__Microscilla,
s__Microscilla_marina,g__Microscilla,rank_7,s__Microscilla_marina,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Microscillaceae,g__Microscilla,s__Microscilla_marina
c__Flavobacteriia,p__Bacteroidetes,rank_3,c__Flavobacteriia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,,,,
o__Flavobacteriales,c__Flavobacteriia,rank_4,o__Flavobacteriales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,,,
f__Blattabacteriaceae,o__Flavobacteriales,rank_5,f__Blattabacteriaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,,
g__Blattabacterium,f__Blattabacteriaceae,rank_6,g__Blattabacterium,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,
s__Blattabacterium_sp._(Periplaneta_americana),g__Blattabacterium,rank_7,s__Blattabacterium_sp._(Periplaneta_americana),Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Periplaneta_americana)
f__Crocinitomicaceae,o__Flavobacteriales,rank_5,f__Crocinitomicaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,,
g__Fluviicola,f__Crocinitomicaceae,rank_6,g__Fluviicola,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,
s__Fluviicola_taffensis,g__Fluviicola,rank_7,s__Fluviicola_taffensis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__Fluviicola_taffensis
f__Flavobacteriaceae,o__Flavobacteriales,rank_5,f__Flavobacteriaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,,
g__Capnocytophaga,f__Flavobacteriaceae,rank_6,g__Capnocytophaga,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,
s__Capnocytophaga_ochracea,g__Capnocytophaga,rank_7,s__Capnocytophaga_ochracea,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_ochracea
s__Capnocytophaga_sp._oral_taxon_329,g__Capnocytophaga,rank_7,s__Capnocytophaga_sp._oral_taxon_329,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_sp._oral_taxon_329
s__Capnocytophaga_sp._oral_taxon_338,g__Capnocytophaga,rank_7,s__Capnocytophaga_sp._oral_taxon_338,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_sp._oral_taxon_338
g__Flavobacterium,f__Flavobacteriaceae,rank_6,g__Flavobacterium,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
s__Flavobacterium_psychrophilum,g__Flavobacterium,rank_7,s__Flavobacterium_psychrophilum,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_psychrophilum
g__Polaribacter,f__Flavobacteriaceae,rank_6,g__Polaribacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,
s__Polaribacter_irgensii,g__Polaribacter,rank_7,s__Polaribacter_irgensii,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,s__Polaribacter_irgensii
f__Schleiferiaceae,o__Flavobacteriales,rank_5,f__Schleiferiaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Schleiferiaceae,,
g__Owenweeksia,f__Schleiferiaceae,rank_6,g__Owenweeksia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Schleiferiaceae,g__Owenweeksia,
s__Owenweeksia_hongkongensis,g__Owenweeksia,rank_7,s__Owenweeksia_hongkongensis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Schleiferiaceae,g__Owenweeksia,s__Owenweeksia_hongkongensis
f__Weeksellaceae,o__Flavobacteriales,rank_5,f__Weeksellaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,,
g__Weeksella,f__Weeksellaceae,rank_6,g__Weeksella,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Weeksella,
s__Weeksella_virosa,g__Weeksella,rank_7,s__Weeksella_virosa,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Weeksella,s__Weeksella_virosa
c__Saprospiria,p__Bacteroidetes,rank_3,c__Saprospiria,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,,,,
o__Saprospirales,c__Saprospiria,rank_4,o__Saprospirales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,,,
f__Haliscomenobacteraceae,o__Saprospirales,rank_5,f__Haliscomenobacteraceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,,
g__Haliscomenobacter,f__Haliscomenobacteraceae,rank_6,g__Haliscomenobacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,g__Haliscomenobacter,
s__Haliscomenobacter_hydrossis,g__Haliscomenobacter,rank_7,s__Haliscomenobacter_hydrossis,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Haliscomenobacteraceae,g__Haliscomenobacter,s__Haliscomenobacter_hydrossis
c__Sphingobacteriia,p__Bacteroidetes,rank_3,c__Sphingobacteriia,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,,,,
o__Sphingobacteriales,c__Sphingobacteriia,rank_4,o__Sphingobacteriales,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,,,
f__Sphingobacteriaceae,o__Sphingobacteriales,rank_5,f__Sphingobacteriaceae,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,,
g__Pedobacter,f__Sphingobacteriaceae,rank_6,g__Pedobacter,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,
s__Pedobacter_heparinus,g__Pedobacter,rank_7,s__Pedobacter_heparinus,Root,r__Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter_heparinus
p__Chlamydiae,d__Bacteria,rank_2,p__Chlamydiae,Root,r__Root,d__Bacteria,p__Chlamydiae,,,,,
c__Chlamydiia,p__Chlamydiae,rank_3,c__Chlamydiia,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,,,,
o__Chlamydiales,c__Chlamydiia,rank_4,o__Chlamydiales,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,,,
f__Chlamydiaceae,o__Chlamydiales,rank_5,f__Chlamydiaceae,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,,
g__Chlamydia,f__Chlamydiaceae,rank_6,g__Chlamydia,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,
s__Chlamydia_pecorum,g__Chlamydia,rank_7,s__Chlamydia_pecorum,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__Chlamydia_pecorum
o__Parachlamydiales,c__Chlamydiia,rank_4,o__Parachlamydiales,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,,,
f__Parachlamydiaceae,o__Parachlamydiales,rank_5,f__Parachlamydiaceae,Root,r__Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Parachlamydiaceae,,
