tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Ignicoccus_hospitalis,g__Ignicoccus,rank_6,s__Ignicoccus_hospitalis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignicoccus,s__Ignicoccus_hospitalis
s__Ignicoccus_islandicus,g__Ignicoccus,rank_6,s__Ignicoccus_islandicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignicoccus,s__Ignicoccus_islandicus
g__Ignisphaera,f__Desulfurococcaceae,rank_5,g__Ignisphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,
s__Ignisphaera_aggregans,g__Ignisphaera,rank_6,s__Ignisphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,s__Ignisphaera_aggregans
g__Staphylothermus,f__Desulfurococcaceae,rank_5,g__Staphylothermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,
s__Staphylothermus_hellenicus,g__Staphylothermus,rank_6,s__Staphylothermus_hellenicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,s__Staphylothermus_hellenicus
g__Thermogladius,f__Desulfurococcaceae,rank_5,g__Thermogladius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermogladius,
s__Thermogladius_calderae,g__Thermogladius,rank_6,s__Thermogladius_calderae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermogladius,s__Thermogladius_calderae
g__Thermosphaera,f__Desulfurococcaceae,rank_5,g__Thermosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,
s__Thermosphaera_aggregans,g__Thermosphaera,rank_6,s__Thermosphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,s__Thermosphaera_aggregans
g__Zestosphaera,f__Desulfurococcaceae,rank_5,g__Zestosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Zestosphaera,
s__Zestosphaera_tikiterensis,g__Zestosphaera,rank_6,s__Zestosphaera_tikiterensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Zestosphaera,s__Zestosphaera_tikiterensis
f__Pyrodictiaceae,o__Desulfurococcales,rank_4,f__Pyrodictiaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,,
g__Hyperthermus,f__Pyrodictiaceae,rank_5,g__Hyperthermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,
s__Hyperthermus_butylicus,g__Hyperthermus,rank_6,s__Hyperthermus_butylicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus_butylicus
g__Pyrodictium,f__Pyrodictiaceae,rank_5,g__Pyrodictium,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,
s__Pyrodictium_delaneyi,g__Pyrodictium,rank_6,s__Pyrodictium_delaneyi,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,s__Pyrodictium_delaneyi
s__Pyrodictium_occultum,g__Pyrodictium,rank_6,s__Pyrodictium_occultum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,s__Pyrodictium_occultum
g__Pyrolobus,f__Pyrodictiaceae,rank_5,g__Pyrolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,
s__Pyrolobus_fumarii,g__Pyrolobus,rank_6,s__Pyrolobus_fumarii,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,s__Pyrolobus_fumarii
o__Fervidicoccales,c__Thermoprotei,rank_3,o__Fervidicoccales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,,,
f__Fervidicoccaceae,o__Fervidicoccales,rank_4,f__Fervidicoccaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,,
g__Fervidicoccus,f__Fervidicoccaceae,rank_5,g__Fervidicoccus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,
s__Fervidicoccus_fontis,g__Fervidicoccus,rank_6,s__Fervidicoccus_fontis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,s__Fervidicoccus_fontis
s__Fervidicoccus_sp.,g__Fervidicoccus,rank_6,s__Fervidicoccus_sp.,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,s__Fervidicoccus_sp.
o__Sulfolobales,c__Thermoprotei,rank_3,o__Sulfolobales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,,,
f__Sulfolobaceae,o__Sulfolobales,rank_4,f__Sulfolobaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,,
g__Acidianus,f__Sulfolobaceae,rank_5,g__Acidianus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,
s__Acidianus_hospitalis,g__Acidianus,rank_6,s__Acidianus_hospitalis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Acidianus_hospitalis
s__Acidianus_manzaensis,g__Acidianus,rank_6,s__Acidianus_manzaensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Acidianus_manzaensis
s__Candidatus_Acidianus_copahuensis,g__Acidianus,rank_6,s__Candidatus_Acidianus_copahuensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Candidatus_Acidianus_copahuensis
g__Candidatus_Aramenus,f__Sulfolobaceae,rank_5,g__Candidatus_Aramenus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Candidatus_Aramenus,
s__Candidatus_Aramenus_sulfurataquae,g__Candidatus_Aramenus,rank_6,s__Candidatus_Aramenus_sulfurataquae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Candidatus_Aramenus,s__Candidatus_Aramenus_sulfurataquae
g__Metallosphaera,f__Sulfolobaceae,rank_5,g__Metallosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,
s__Metallosphaera_cuprina,g__Metallosphaera,rank_6,s__Metallosphaera_cuprina,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_cuprina
s__Metallosphaera_sedula,g__Metallosphaera,rank_6,s__Metallosphaera_sedula,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_sedula
s__Metallosphaera_yellowstonensis,g__Metallosphaera,rank_6,s__Metallosphaera_yellowstonensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_yellowstonensis
g__Sulfolobus,f__Sulfolobaceae,rank_5,g__Sulfolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,
s__Sulfolobus_acidocaldarius,g__Sulfolobus,rank_6,s__Sulfolobus_acidocaldarius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_acidocaldarius
s__Sulfolobus_islandicus,g__Sulfolobus,rank_6,s__Sulfolobus_islandicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
g__Sulfuracidifex,f__Sulfolobaceae,rank_5,g__Sulfuracidifex,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,
s__Sulfuracidifex_metallicus,g__Sulfuracidifex,rank_6,s__Sulfuracidifex_metallicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,s__Sulfuracidifex_metallicus
s__Sulfuracidifex_tepidarius,g__Sulfuracidifex,rank_6,s__Sulfuracidifex_tepidarius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,s__Sulfuracidifex_tepidarius
g__Sulfurisphaera,f__Sulfolobaceae,rank_5,g__Sulfurisphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,
s__Sulfurisphaera_tokodaii,g__Sulfurisphaera,rank_6,s__Sulfurisphaera_tokodaii,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,s__Sulfurisphaera_tokodaii
o__Thermoproteales,c__Thermoprotei,rank_3,o__Thermoproteales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,,,
f__Thermofilaceae,o__Thermoproteales,rank_4,f__Thermofilaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,,
g__Thermofilum,f__Thermofilaceae,rank_5,g__Thermofilum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,
s__Thermofilum_adornatum,g__Thermofilum,rank_6,s__Thermofilum_adornatum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_adornatum
s__Thermofilum_pendens,g__Thermofilum,rank_6,s__Thermofilum_pendens,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_pendens
s__Thermofilum_sp._NZ13,g__Thermofilum,rank_6,s__Thermofilum_sp._NZ13,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._NZ13
s__Thermofilum_sp._ex4484_15,g__Thermofilum,rank_6,s__Thermofilum_sp._ex4484_15,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._ex4484_15
s__Thermofilum_sp._ex4484_79,g__Thermofilum,rank_6,s__Thermofilum_sp._ex4484_79,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._ex4484_79
s__Thermofilum_uzonense,g__Thermofilum,rank_6,s__Thermofilum_uzonense,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_uzonense
f__Thermoproteaceae,o__Thermoproteales,rank_4,f__Thermoproteaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,,
g__Caldivirga,f__Thermoproteaceae,rank_5,g__Caldivirga,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,
s__Caldivirga_maquilingensis,g__Caldivirga,rank_6,s__Caldivirga_maquilingensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,s__Caldivirga_maquilingensis
s__Caldivirga_sp._MU80,g__Caldivirga,rank_6,s__Caldivirga_sp._MU80,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,s__Caldivirga_sp._MU80
g__Pyrobaculum,f__Thermoproteaceae,rank_5,g__Pyrobaculum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,
s__Pyrobaculum_aerophilum,g__Pyrobaculum,rank_6,s__Pyrobaculum_aerophilum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_aerophilum
s__Pyrobaculum_islandicum,g__Pyrobaculum,rank_6,s__Pyrobaculum_islandicum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_islandicum
s__Pyrobaculum_neutrophilum,g__Pyrobaculum,rank_6,s__Pyrobaculum_neutrophilum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_neutrophilum
s__Pyrobaculum_oguniense,g__Pyrobaculum,rank_6,s__Pyrobaculum_oguniense,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_oguniense
s__Pyrobaculum_sp._WP30,g__Pyrobaculum,rank_6,s__Pyrobaculum_sp._WP30,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_sp._WP30
g__Thermocladium,f__Thermoproteaceae,rank_5,g__Thermocladium,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,
s__Thermocladium_sp._ECH_B,g__Thermocladium,rank_6,s__Thermocladium_sp._ECH_B,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,s__Thermocladium_sp._ECH_B
g__Thermoproteus,f__Thermoproteaceae,rank_5,g__Thermoproteus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,
s__Thermoproteus_sp._CIS_19,g__Thermoproteus,rank_6,s__Thermoproteus_sp._CIS_19,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,s__Thermoproteus_sp._CIS_19
s__Thermoproteus_tenax,g__Thermoproteus,rank_6,s__Thermoproteus_tenax,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,s__Thermoproteus_tenax
g__Vulcanisaeta,f__Thermoproteaceae,rank_5,g__Vulcanisaeta,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
s__Vulcanisaeta_moutnovskia,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_moutnovskia,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_moutnovskia
s__Vulcanisaeta_sp._AZ3,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._AZ3,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._AZ3
s__Vulcanisaeta_sp._CIS_19,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._CIS_19,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._CIS_19
s__Vulcanisaeta_thermophila,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_thermophila,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_thermophila
p__Euryarchaeota,d__Archaea,rank_1,p__Euryarchaeota,Root,d__Archaea,p__Euryarchaeota,,,,,
c__Archaeoglobi,p__Euryarchaeota,rank_2,c__Archaeoglobi,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,,,,
o__Archaeoglobales,c__Archaeoglobi,rank_3,o__Archaeoglobales,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,,,
f__Archaeoglobaceae,o__Archaeoglobales,rank_4,f__Archaeoglobaceae,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,,
g__Archaeoglobus,f__Archaeoglobaceae,rank_5,g__Archaeoglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,
s__Archaeoglobus_fulgidus,g__Archaeoglobus,rank_6,s__Archaeoglobus_fulgidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_fulgidus
s__Archaeoglobus_profundus,g__Archaeoglobus,rank_6,s__Archaeoglobus_profundus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_profundus
s__Archaeoglobus_sulfaticallidus,g__Archaeoglobus,rank_6,s__Archaeoglobus_sulfaticallidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_sulfaticallidus
s__Archaeoglobus_veneficus,g__Archaeoglobus,rank_6,s__Archaeoglobus_veneficus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_veneficus
g__Ferroglobus,f__Archaeoglobaceae,rank_5,g__Ferroglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,
s__Ferroglobus_placidus,g__Ferroglobus,rank_6,s__Ferroglobus_placidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,s__Ferroglobus_placidus
g__Geoglobus,f__Archaeoglobaceae,rank_5,g__Geoglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,
s__Geoglobus_acetivorans,g__Geoglobus,rank_6,s__Geoglobus_acetivorans,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus_acetivorans
s__Geoglobus_ahangari,g__Geoglobus,rank_6,s__Geoglobus_ahangari,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus_ahangari
c__Candidatus_Poseidoniia,p__Euryarchaeota,rank_2,c__Candidatus_Poseidoniia,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,,,,
o__Candidatus_Poseidoniales,c__Candidatus_Poseidoniia,rank_3,o__Candidatus_Poseidoniales,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,,,
f__Candidatus_Thalassarchaeaceae,o__Candidatus_Poseidoniales,rank_4,f__Candidatus_Thalassarchaeaceae,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,,
g__Candidatus_Thalassarchaeum,f__Candidatus_Thalassarchaeaceae,rank_5,g__Candidatus_Thalassarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,g__Candidatus_Thalassarchaeum,
s__Candidatus_Thalassoarchaea_marina,g__Candidatus_Thalassarchaeum,rank_6,s__Candidatus_Thalassoarchaea_marina,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,g__Candidatus_Thalassarchaeum,s__Candidatus_Thalassoarchaea_marina
c__Halobacteria,p__Euryarchaeota,rank_2,c__Halobacteria,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,,,,
o__Halobacteriales,c__Halobacteria,rank_3,o__Halobacteriales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,,,
f__Haloarculaceae,o__Halobacteriales,rank_4,f__Haloarculaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,,
g__Halapricum,f__Haloarculaceae,rank_5,g__Halapricum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,
s__Halapricum_salinum,g__Halapricum,rank_6,s__Halapricum_salinum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum_salinum
g__Halomicrobium,f__Haloarculaceae,rank_5,g__Halomicrobium,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,
s__Halomicrobium_mukohataei,g__Halomicrobium,rank_6,s__Halomicrobium_mukohataei,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium_mukohataei
s__Halomicrobium_zhouii,g__Halomicrobium,rank_6,s__Halomicrobium_zhouii,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium_zhouii
g__Halorhabdus,f__Haloarculaceae,rank_5,g__Halorhabdus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorhabdus,
s__Halorhabdus_tiamatea,g__Halorhabdus,rank_6,s__Halorhabdus_tiamatea,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorhabdus,s__Halorhabdus_tiamatea
